,shape_id,shape_pt_sequence,elevation
0,60-1-d12-1.1.O,1,55
1,60-1-d12-1.1.O,2,55
2,60-1-d12-1.1.O,3,59
3,60-1-d12-1.1.O,4,59
4,60-1-d12-1.1.O,5,58
5,60-1-d12-1.1.O,6,58
6,60-1-d12-1.1.O,7,58
7,60-1-d12-1.1.O,8,54
8,60-1-d12-1.1.O,9,54
9,60-1-d12-1.1.O,10,54
10,60-1-d12-1.1.O,11,54
11,60-1-d12-1.1.O,12,53
12,60-1-d12-1.1.O,13,53
13,60-1-d12-1.1.O,14,53
14,60-1-d12-1.1.O,15,53
15,60-1-d12-1.1.O,16,51
16,60-1-d12-1.1.O,17,51
17,60-1-d12-1.1.O,18,51
18,60-1-d12-1.1.O,19,51
19,60-1-d12-1.1.O,20,52
20,60-1-d12-1.1.O,21,52
21,60-1-d12-1.1.O,22,52
22,60-1-d12-1.1.O,23,52
23,60-1-d12-1.1.O,24,52
24,60-1-d12-1.1.O,25,52
25,60-1-d12-1.1.O,26,52
26,60-1-d12-1.1.O,27,52
27,60-1-d12-1.1.O,28,46
28,60-1-d12-1.1.O,29,46
29,60-1-d12-1.1.O,30,46
30,60-1-d12-1.1.O,31,46
31,60-1-d12-1.1.O,32,46
32,60-1-d12-1.1.O,33,46
33,60-1-d12-1.1.O,34,46
34,60-1-d12-1.1.O,35,46
35,60-1-d12-1.1.O,36,45
36,60-1-d12-1.1.O,37,46
37,60-1-d12-1.1.O,38,46
38,60-1-d12-1.1.O,39,46
39,60-1-d12-1.1.O,40,46
40,60-1-d12-1.1.O,41,46
41,60-1-d12-1.1.O,42,46
42,60-1-d12-1.1.O,43,46
43,60-1-d12-1.1.O,44,46
44,60-1-d12-1.1.O,45,46
45,60-1-d12-1.1.O,46,44
46,60-1-d12-1.1.O,47,44
47,60-1-d12-1.1.O,48,44
48,60-1-d12-1.1.O,49,42
49,60-1-d12-1.1.O,50,42
50,60-1-d12-1.1.O,51,42
51,60-1-d12-1.1.O,52,33
52,60-1-d12-1.1.O,53,33
53,60-1-d12-1.1.O,54,33
54,60-1-d12-1.1.O,55,28
55,60-1-d12-1.1.O,56,28
56,60-1-d12-1.1.O,57,29
57,60-1-d12-1.1.O,58,29
58,60-1-d12-1.1.O,59,29
59,60-1-d12-1.1.O,60,29
60,60-1-d12-1.1.O,61,22
61,60-1-d12-1.1.O,62,22
62,60-1-d12-1.1.O,63,22
63,60-1-d12-1.1.O,64,19
64,60-1-d12-1.1.O,65,19
65,60-1-d12-1.1.O,66,11
66,60-1-d12-1.1.O,67,11
67,60-1-d12-1.1.O,68,11
68,60-1-d12-1.1.O,69,7
69,60-1-d12-1.1.O,70,7
70,60-1-d12-1.1.O,71,7
71,60-1-d12-1.1.O,72,7
72,60-1-d12-1.1.O,73,20
73,60-1-d12-1.1.O,74,20
74,60-1-d12-1.1.O,75,20
75,60-1-d12-1.1.O,76,19
76,60-1-d12-1.1.O,77,15
77,60-1-d12-1.1.O,78,15
78,60-1-d12-1.1.O,79,17
79,60-1-d12-1.1.O,80,17
80,60-1-d12-1.1.O,81,11
81,60-1-d12-1.1.O,82,11
82,60-1-d12-1.1.O,83,11
83,60-1-d12-1.1.O,84,11
84,60-1-d12-1.1.O,85,15
85,60-1-d12-1.1.O,86,15
86,60-1-d12-1.1.O,87,15
87,60-1-d12-1.1.O,88,15
88,60-1-d12-1.1.O,89,19
89,60-1-d12-1.1.O,90,19
90,60-1-d12-1.1.O,91,19
91,60-1-d12-1.1.O,92,19
92,60-1-d12-1.1.O,93,19
93,60-1-d12-1.1.O,94,21
94,60-1-d12-1.1.O,95,21
95,60-1-d12-1.1.O,96,18
96,60-1-d12-1.1.O,97,18
97,60-1-d12-1.1.O,98,18
98,60-1-d12-1.1.O,99,18
99,60-1-d12-1.1.O,100,18
100,60-1-d12-1.1.O,101,21
101,60-1-d12-1.1.O,102,21
102,60-1-d12-1.1.O,103,10
103,60-1-d12-1.1.O,104,13
104,60-1-d12-1.1.O,105,13
105,60-1-d12-1.1.O,106,13
106,60-1-d12-1.1.O,107,13
107,60-1-d12-1.1.O,108,13
108,60-1-d12-1.1.O,109,13
109,60-1-d12-1.1.O,110,8
110,60-1-d12-1.1.O,111,8
111,60-1-d12-1.1.O,112,8
112,60-1-d12-1.1.O,113,11
113,60-1-d12-1.1.O,114,11
114,60-1-d12-1.1.O,115,11
115,60-1-d12-1.1.O,116,10
116,60-1-d12-1.1.O,117,10
117,60-1-d12-1.1.O,118,8
118,60-1-d12-1.1.O,119,10
119,60-1-d12-1.1.O,120,5
120,60-1-d12-1.1.O,121,5
121,60-1-d12-1.1.O,122,5
122,60-1-d12-1.1.O,123,5
123,60-1-d12-1.1.O,124,5
124,60-1-d12-1.1.O,125,5
125,60-1-d12-1.1.O,126,5
126,60-1-d12-1.1.O,127,5
127,60-1-d12-1.1.O,128,7
128,60-1-d12-1.1.O,129,6
129,60-1-d12-1.1.O,130,6
130,60-1-d12-1.1.O,131,6
131,60-1-d12-1.1.O,132,4
132,60-1-d12-1.1.O,133,4
133,60-1-d12-1.1.O,134,7
134,60-1-d12-1.1.O,135,7
135,60-1-d12-1.1.O,136,7
136,60-1-d12-1.1.O,137,6
137,60-1-d12-1.1.O,138,13
138,60-1-d12-1.1.O,139,13
139,60-1-d12-1.1.O,140,4
140,60-1-d12-1.1.O,141,4
141,60-1-d12-1.1.O,142,5
142,60-1-d12-1.1.O,143,4
143,60-1-d12-1.1.O,144,5
144,60-1-d12-1.1.O,145,5
145,60-1-d12-1.1.O,146,5
146,60-1-d12-1.1.O,147,5
147,60-1-d12-1.1.O,148,5
148,60-1-d12-1.1.O,149,4
149,60-1-d12-1.1.O,150,4
150,60-1-d12-1.1.O,151,2
151,60-1-d12-1.1.O,152,2
152,60-1-d12-1.1.O,153,2
153,60-1-d12-1.1.O,154,3
154,60-1-d12-1.1.O,155,3
155,60-1-d12-1.1.O,156,3
156,60-1-d12-1.1.O,157,3
157,60-1-d12-1.1.O,158,5
158,60-1-d12-1.1.O,159,5
159,60-1-d12-1.1.O,160,5
160,60-1-d12-1.1.O,161,3
161,60-1-d12-1.1.O,162,3
162,60-1-d12-1.1.O,163,3
163,60-1-d12-1.1.O,164,3
164,60-1-d12-1.1.O,165,3
165,60-1-d12-1.1.O,166,3
166,60-1-d12-1.1.O,167,3
167,60-1-d12-1.1.O,168,3
168,60-1-d12-1.1.O,169,3
169,60-1-d12-1.1.O,170,3
170,60-1-d12-1.1.O,171,4
171,60-1-d12-1.1.O,172,4
172,60-1-d12-1.1.O,173,4
173,60-1-d12-1.1.O,174,4
174,60-1-d12-1.1.O,175,4
175,60-1-d12-1.1.O,176,4
176,60-1-d12-1.1.O,177,4
177,60-1-d12-1.1.O,178,4
178,60-1-d12-1.1.O,179,4
179,60-1-d12-1.1.O,180,4
180,60-1-d12-1.1.O,181,4
181,60-1-d12-1.1.O,182,4
182,60-1-d12-1.1.O,183,4
183,60-1-d12-1.1.O,184,4
184,60-1-d12-1.1.O,185,5
185,60-1-d12-1.1.O,186,5
186,60-1-d12-1.1.O,187,5
187,60-1-d12-1.1.O,188,5
188,60-1-d12-1.1.O,189,5
189,60-1-d12-1.1.O,190,5
190,60-1-d12-1.1.O,191,5
191,60-1-d12-1.1.O,192,4
192,60-1-d12-1.1.O,193,4
193,60-1-d12-1.1.O,194,3
194,60-1-d12-1.1.O,195,3
195,60-1-d12-1.1.O,196,3
196,60-1-d12-1.1.O,197,2
197,60-1-d12-1.1.O,198,2
198,60-1-d12-1.1.O,199,4
199,60-1-d12-1.1.O,200,4
200,60-1-d12-1.3.I,1,4
201,60-1-d12-1.3.I,2,4
202,60-1-d12-1.3.I,3,4
203,60-1-d12-1.3.I,4,4
204,60-1-d12-1.3.I,5,4
205,60-1-d12-1.3.I,6,4
206,60-1-d12-1.3.I,7,4
207,60-1-d12-1.3.I,8,4
208,60-1-d12-1.3.I,9,2
209,60-1-d12-1.3.I,10,3
210,60-1-d12-1.3.I,11,3
211,60-1-d12-1.3.I,12,4
212,60-1-d12-1.3.I,13,4
213,60-1-d12-1.3.I,14,5
214,60-1-d12-1.3.I,15,5
215,60-1-d12-1.3.I,16,5
216,60-1-d12-1.3.I,17,5
217,60-1-d12-1.3.I,18,5
218,60-1-d12-1.3.I,19,5
219,60-1-d12-1.3.I,20,5
220,60-1-d12-1.3.I,21,4
221,60-1-d12-1.3.I,22,4
222,60-1-d12-1.3.I,23,4
223,60-1-d12-1.3.I,24,4
224,60-1-d12-1.3.I,25,4
225,60-1-d12-1.3.I,26,4
226,60-1-d12-1.3.I,27,4
227,60-1-d12-1.3.I,28,4
228,60-1-d12-1.3.I,29,4
229,60-1-d12-1.3.I,30,4
230,60-1-d12-1.3.I,31,4
231,60-1-d12-1.3.I,32,4
232,60-1-d12-1.3.I,33,4
233,60-1-d12-1.3.I,34,4
234,60-1-d12-1.3.I,35,4
235,60-1-d12-1.3.I,36,4
236,60-1-d12-1.3.I,37,4
237,60-1-d12-1.3.I,38,4
238,60-1-d12-1.3.I,39,4
239,60-1-d12-1.3.I,40,3
240,60-1-d12-1.3.I,41,3
241,60-1-d12-1.3.I,42,3
242,60-1-d12-1.3.I,43,3
243,60-1-d12-1.3.I,44,3
244,60-1-d12-1.3.I,45,3
245,60-1-d12-1.3.I,46,3
246,60-1-d12-1.3.I,47,3
247,60-1-d12-1.3.I,48,3
248,60-1-d12-1.3.I,49,5
249,60-1-d12-1.3.I,50,5
250,60-1-d12-1.3.I,51,5
251,60-1-d12-1.3.I,52,3
252,60-1-d12-1.3.I,53,3
253,60-1-d12-1.3.I,54,3
254,60-1-d12-1.3.I,55,3
255,60-1-d12-1.3.I,56,2
256,60-1-d12-1.3.I,57,2
257,60-1-d12-1.3.I,58,2
258,60-1-d12-1.3.I,59,2
259,60-1-d12-1.3.I,60,4
260,60-1-d12-1.3.I,61,4
261,60-1-d12-1.3.I,62,5
262,60-1-d12-1.3.I,63,5
263,60-1-d12-1.3.I,64,5
264,60-1-d12-1.3.I,65,4
265,60-1-d12-1.3.I,66,4
266,60-1-d12-1.3.I,67,4
267,60-1-d12-1.3.I,68,5
268,60-1-d12-1.3.I,69,8
269,60-1-d12-1.3.I,70,8
270,60-1-d12-1.3.I,71,8
271,60-1-d12-1.3.I,72,8
272,60-1-d12-1.3.I,73,6
273,60-1-d12-1.3.I,74,6
274,60-1-d12-1.3.I,75,7
275,60-1-d12-1.3.I,76,4
276,60-1-d12-1.3.I,77,4
277,60-1-d12-1.3.I,78,6
278,60-1-d12-1.3.I,79,6
279,60-1-d12-1.3.I,80,6
280,60-1-d12-1.3.I,81,7
281,60-1-d12-1.3.I,82,5
282,60-1-d12-1.3.I,83,5
283,60-1-d12-1.3.I,84,5
284,60-1-d12-1.3.I,85,10
285,60-1-d12-1.3.I,86,12
286,60-1-d12-1.3.I,87,10
287,60-1-d12-1.3.I,88,8
288,60-1-d12-1.3.I,89,10
289,60-1-d12-1.3.I,90,10
290,60-1-d12-1.3.I,91,10
291,60-1-d12-1.3.I,92,12
292,60-1-d12-1.3.I,93,12
293,60-1-d12-1.3.I,94,10
294,60-1-d12-1.3.I,95,10
295,60-1-d12-1.3.I,96,10
296,60-1-d12-1.3.I,97,10
297,60-1-d12-1.3.I,98,10
298,60-1-d12-1.3.I,99,10
299,60-1-d12-1.3.I,100,10
300,60-1-d12-1.3.I,101,8
301,60-1-d12-1.3.I,102,8
302,60-1-d12-1.3.I,103,8
303,60-1-d12-1.3.I,104,8
304,60-1-d12-1.3.I,105,8
305,60-1-d12-1.3.I,106,8
306,60-1-d12-1.3.I,107,8
307,60-1-d12-1.3.I,108,13
308,60-1-d12-1.3.I,109,11
309,60-1-d12-1.3.I,110,11
310,60-1-d12-1.3.I,111,13
311,60-1-d12-1.3.I,112,13
312,60-1-d12-1.3.I,113,13
313,60-1-d12-1.3.I,114,13
314,60-1-d12-1.3.I,115,13
315,60-1-d12-1.3.I,116,9
316,60-1-d12-1.3.I,117,9
317,60-1-d12-1.3.I,118,9
318,60-1-d12-1.3.I,119,9
319,60-1-d12-1.3.I,120,10
320,60-1-d12-1.3.I,121,10
321,60-1-d12-1.3.I,122,13
322,60-1-d12-1.3.I,123,13
323,60-1-d12-1.3.I,124,13
324,60-1-d12-1.3.I,125,19
325,60-1-d12-1.3.I,126,19
326,60-1-d12-1.3.I,127,18
327,60-1-d12-1.3.I,128,18
328,60-1-d12-1.3.I,129,19
329,60-1-d12-1.3.I,130,19
330,60-1-d12-1.3.I,131,19
331,60-1-d12-1.3.I,132,19
332,60-1-d12-1.3.I,133,19
333,60-1-d12-1.3.I,134,16
334,60-1-d12-1.3.I,135,16
335,60-1-d12-1.3.I,136,15
336,60-1-d12-1.3.I,137,15
337,60-1-d12-1.3.I,138,15
338,60-1-d12-1.3.I,139,11
339,60-1-d12-1.3.I,140,11
340,60-1-d12-1.3.I,141,11
341,60-1-d12-1.3.I,142,11
342,60-1-d12-1.3.I,143,17
343,60-1-d12-1.3.I,144,17
344,60-1-d12-1.3.I,145,15
345,60-1-d12-1.3.I,146,15
346,60-1-d12-1.3.I,147,15
347,60-1-d12-1.3.I,148,20
348,60-1-d12-1.3.I,149,20
349,60-1-d12-1.3.I,150,20
350,60-1-d12-1.3.I,151,20
351,60-1-d12-1.3.I,152,7
352,60-1-d12-1.3.I,153,7
353,60-1-d12-1.3.I,154,7
354,60-1-d12-1.3.I,155,7
355,60-1-d12-1.3.I,156,11
356,60-1-d12-1.3.I,157,11
357,60-1-d12-1.3.I,158,11
358,60-1-d12-1.3.I,159,19
359,60-1-d12-1.3.I,160,19
360,60-1-d12-1.3.I,161,22
361,60-1-d12-1.3.I,162,22
362,60-1-d12-1.3.I,163,22
363,60-1-d12-1.3.I,164,22
364,60-1-d12-1.3.I,165,29
365,60-1-d12-1.3.I,166,29
366,60-1-d12-1.3.I,167,28
367,60-1-d12-1.3.I,168,28
368,60-1-d12-1.3.I,169,28
369,60-1-d12-1.3.I,170,33
370,60-1-d12-1.3.I,171,33
371,60-1-d12-1.3.I,172,42
372,60-1-d12-1.3.I,173,42
373,60-1-d12-1.3.I,174,42
374,60-1-d12-1.3.I,175,44
375,60-1-d12-1.3.I,176,44
376,60-1-d12-1.3.I,177,44
377,60-1-d12-1.3.I,178,44
378,60-1-d12-1.3.I,179,46
379,60-1-d12-1.3.I,180,46
380,60-1-d12-1.3.I,181,46
381,60-1-d12-1.3.I,182,46
382,60-1-d12-1.3.I,183,46
383,60-1-d12-1.3.I,184,46
384,60-1-d12-1.3.I,185,46
385,60-1-d12-1.3.I,186,46
386,60-1-d12-1.3.I,187,46
387,60-1-d12-1.3.I,188,46
388,60-1-d12-1.3.I,189,46
389,60-1-d12-1.3.I,190,46
390,60-1-d12-1.3.I,191,46
391,60-1-d12-1.3.I,192,46
392,60-1-d12-1.3.I,193,46
393,60-1-d12-1.3.I,194,46
394,60-1-d12-1.3.I,195,46
395,60-1-d12-1.3.I,196,52
396,60-1-d12-1.3.I,197,52
397,60-1-d12-1.3.I,198,52
398,60-1-d12-1.3.I,199,52
399,60-1-d12-1.3.I,200,52
400,60-1-d12-1.3.I,201,52
401,60-1-d12-1.3.I,202,52
402,60-1-d12-1.3.I,203,52
403,60-1-d12-1.3.I,204,52
404,60-1-d12-1.3.I,205,51
405,60-1-d12-1.3.I,206,51
406,60-1-d12-1.3.I,207,51
407,60-1-d12-1.3.I,208,51
408,60-1-d12-1.3.I,209,53
409,60-1-d12-1.3.I,210,53
410,60-1-d12-1.3.I,211,53
411,60-1-d12-1.3.I,212,53
412,60-1-d12-1.3.I,213,53
413,60-1-d12-1.3.I,214,53
414,60-1-d12-1.3.I,215,53
415,60-1-d12-1.3.I,216,53
416,60-1-d12-1.3.I,217,54
417,60-1-d12-1.3.I,218,54
418,60-1-d12-1.3.I,219,55
419,60-1-d12-1.3.I,220,55
420,60-1-d12-1.3.I,221,55
421,60-1-d12-1.1.O,1,55
422,60-1-d12-1.1.O,2,55
423,60-1-d12-1.1.O,3,59
424,60-1-d12-1.1.O,4,59
425,60-1-d12-1.1.O,5,58
426,60-1-d12-1.1.O,6,58
427,60-1-d12-1.1.O,7,58
428,60-1-d12-1.1.O,8,54
429,60-1-d12-1.1.O,9,54
430,60-1-d12-1.1.O,10,54
431,60-1-d12-1.1.O,11,54
432,60-1-d12-1.1.O,12,53
433,60-1-d12-1.1.O,13,53
434,60-1-d12-1.1.O,14,53
435,60-1-d12-1.1.O,15,53
436,60-1-d12-1.1.O,16,51
437,60-1-d12-1.1.O,17,51
438,60-1-d12-1.1.O,18,51
439,60-1-d12-1.1.O,19,51
440,60-1-d12-1.1.O,20,52
441,60-1-d12-1.1.O,21,52
442,60-1-d12-1.1.O,22,52
443,60-1-d12-1.1.O,23,52
444,60-1-d12-1.1.O,24,52
445,60-1-d12-1.1.O,25,52
446,60-1-d12-1.1.O,26,52
447,60-1-d12-1.1.O,27,52
448,60-1-d12-1.1.O,28,46
449,60-1-d12-1.1.O,29,46
450,60-1-d12-1.1.O,30,46
451,60-1-d12-1.1.O,31,46
452,60-1-d12-1.1.O,32,46
453,60-1-d12-1.1.O,33,46
454,60-1-d12-1.1.O,34,46
455,60-1-d12-1.1.O,35,46
456,60-1-d12-1.1.O,36,45
457,60-1-d12-1.1.O,37,46
458,60-1-d12-1.1.O,38,46
459,60-1-d12-1.1.O,39,46
460,60-1-d12-1.1.O,40,46
461,60-1-d12-1.1.O,41,46
462,60-1-d12-1.1.O,42,46
463,60-1-d12-1.1.O,43,46
464,60-1-d12-1.1.O,44,46
465,60-1-d12-1.1.O,45,46
466,60-1-d12-1.1.O,46,44
467,60-1-d12-1.1.O,47,44
468,60-1-d12-1.1.O,48,44
469,60-1-d12-1.1.O,49,42
470,60-1-d12-1.1.O,50,42
471,60-1-d12-1.1.O,51,42
472,60-1-d12-1.1.O,52,33
473,60-1-d12-1.1.O,53,33
474,60-1-d12-1.1.O,54,33
475,60-1-d12-1.1.O,55,28
476,60-1-d12-1.1.O,56,28
477,60-1-d12-1.1.O,57,29
478,60-1-d12-1.1.O,58,29
479,60-1-d12-1.1.O,59,29
480,60-1-d12-1.1.O,60,29
481,60-1-d12-1.1.O,61,22
482,60-1-d12-1.1.O,62,22
483,60-1-d12-1.1.O,63,22
484,60-1-d12-1.1.O,64,19
485,60-1-d12-1.1.O,65,19
486,60-1-d12-1.1.O,66,11
487,60-1-d12-1.1.O,67,11
488,60-1-d12-1.1.O,68,11
489,60-1-d12-1.1.O,69,7
490,60-1-d12-1.1.O,70,7
491,60-1-d12-1.1.O,71,7
492,60-1-d12-1.1.O,72,7
493,60-1-d12-1.1.O,73,20
494,60-1-d12-1.1.O,74,20
495,60-1-d12-1.1.O,75,20
496,60-1-d12-1.1.O,76,19
497,60-1-d12-1.1.O,77,15
498,60-1-d12-1.1.O,78,15
499,60-1-d12-1.1.O,79,17
500,60-1-d12-1.1.O,80,17
501,60-1-d12-1.1.O,81,11
502,60-1-d12-1.1.O,82,11
503,60-1-d12-1.1.O,83,11
504,60-1-d12-1.1.O,84,11
505,60-1-d12-1.1.O,85,15
506,60-1-d12-1.1.O,86,15
507,60-1-d12-1.1.O,87,15
508,60-1-d12-1.1.O,88,15
509,60-1-d12-1.1.O,89,19
510,60-1-d12-1.1.O,90,19
511,60-1-d12-1.1.O,91,19
512,60-1-d12-1.1.O,92,19
513,60-1-d12-1.1.O,93,19
514,60-1-d12-1.1.O,94,21
515,60-1-d12-1.1.O,95,21
516,60-1-d12-1.1.O,96,18
517,60-1-d12-1.1.O,97,18
518,60-1-d12-1.1.O,98,18
519,60-1-d12-1.1.O,99,18
520,60-1-d12-1.1.O,100,18
521,60-1-d12-1.1.O,101,21
522,60-1-d12-1.1.O,102,21
523,60-1-d12-1.1.O,103,10
524,60-1-d12-1.1.O,104,13
525,60-1-d12-1.1.O,105,13
526,60-1-d12-1.1.O,106,13
527,60-1-d12-1.1.O,107,13
528,60-1-d12-1.1.O,108,13
529,60-1-d12-1.1.O,109,13
530,60-1-d12-1.1.O,110,8
531,60-1-d12-1.1.O,111,8
532,60-1-d12-1.1.O,112,8
533,60-1-d12-1.1.O,113,11
534,60-1-d12-1.1.O,114,11
535,60-1-d12-1.1.O,115,11
536,60-1-d12-1.1.O,116,10
537,60-1-d12-1.1.O,117,10
538,60-1-d12-1.1.O,118,8
539,60-1-d12-1.1.O,119,10
540,60-1-d12-1.1.O,120,5
541,60-1-d12-1.1.O,121,5
542,60-1-d12-1.1.O,122,5
543,60-1-d12-1.1.O,123,5
544,60-1-d12-1.1.O,124,5
545,60-1-d12-1.1.O,125,5
546,60-1-d12-1.1.O,126,5
547,60-1-d12-1.1.O,127,5
548,60-1-d12-1.1.O,128,7
549,60-1-d12-1.1.O,129,6
550,60-1-d12-1.1.O,130,6
551,60-1-d12-1.1.O,131,6
552,60-1-d12-1.1.O,132,4
553,60-1-d12-1.1.O,133,4
554,60-1-d12-1.1.O,134,7
555,60-1-d12-1.1.O,135,7
556,60-1-d12-1.1.O,136,7
557,60-1-d12-1.1.O,137,6
558,60-1-d12-1.1.O,138,13
559,60-1-d12-1.1.O,139,13
560,60-1-d12-1.1.O,140,4
561,60-1-d12-1.1.O,141,4
562,60-1-d12-1.1.O,142,5
563,60-1-d12-1.1.O,143,4
564,60-1-d12-1.1.O,144,5
565,60-1-d12-1.1.O,145,5
566,60-1-d12-1.1.O,146,5
567,60-1-d12-1.1.O,147,5
568,60-1-d12-1.1.O,148,5
569,60-1-d12-1.1.O,149,4
570,60-1-d12-1.1.O,150,4
571,60-1-d12-1.1.O,151,2
572,60-1-d12-1.1.O,152,2
573,60-1-d12-1.1.O,153,2
574,60-1-d12-1.1.O,154,3
575,60-1-d12-1.1.O,155,3
576,60-1-d12-1.1.O,156,3
577,60-1-d12-1.1.O,157,3
578,60-1-d12-1.1.O,158,5
579,60-1-d12-1.1.O,159,5
580,60-1-d12-1.1.O,160,5
581,60-1-d12-1.1.O,161,3
582,60-1-d12-1.1.O,162,3
583,60-1-d12-1.1.O,163,3
584,60-1-d12-1.1.O,164,3
585,60-1-d12-1.1.O,165,3
586,60-1-d12-1.1.O,166,3
587,60-1-d12-1.1.O,167,3
588,60-1-d12-1.1.O,168,3
589,60-1-d12-1.1.O,169,3
590,60-1-d12-1.1.O,170,3
591,60-1-d12-1.1.O,171,4
592,60-1-d12-1.1.O,172,4
593,60-1-d12-1.1.O,173,4
594,60-1-d12-1.1.O,174,4
595,60-1-d12-1.1.O,175,4
596,60-1-d12-1.1.O,176,4
597,60-1-d12-1.1.O,177,4
598,60-1-d12-1.1.O,178,4
599,60-1-d12-1.1.O,179,4
600,60-1-d12-1.1.O,180,4
601,60-1-d12-1.1.O,181,4
602,60-1-d12-1.1.O,182,4
603,60-1-d12-1.1.O,183,4
604,60-1-d12-1.1.O,184,4
605,60-1-d12-1.1.O,185,5
606,60-1-d12-1.1.O,186,5
